dataset,delta,cal_picp,cal_mpiw,conf_picp,conf_mpiw
yacht,0.0,0.9032258064516129,51.481544494628906,0.9032258064516129,51.5798454284668
yacht,0.001,0.9193548387096774,50.92356872558594,0.8870967741935484,50.98149490356445
yacht,0.002,0.8870967741935484,50.31605911254883,0.9193548387096774,50.61991882324219
yacht,0.003,0.8548387096774194,49.851905822753906,0.9193548387096774,50.237884521484375
yacht,0.004,0.8548387096774194,49.35138702392578,0.9193548387096774,49.80805206298828
yacht,0.005,0.8548387096774194,48.97390365600586,0.9193548387096774,49.41592788696289
yacht,0.006,0.8548387096774194,48.5329704284668,0.9193548387096774,49.00398635864258
yacht,0.007,0.8548387096774194,48.01460266113281,0.9193548387096774,48.462799072265625
yacht,0.008,0.8548387096774194,47.573951721191406,0.9032258064516129,48.04682922363281
yacht,0.009,0.8548387096774194,47.110107421875,0.9032258064516129,47.5953254699707
yacht,0.01,0.8548387096774194,46.704097747802734,0.9193548387096774,47.251102447509766
yacht,0.011,0.8548387096774194,46.282997131347656,0.9193548387096774,46.92251968383789
yacht,0.012,0.8548387096774194,45.914833068847656,0.9193548387096774,46.60466384887695
yacht,0.013,0.8387096774193549,45.503944396972656,0.9193548387096774,46.220027923583984
yacht,0.014,0.8548387096774194,45.153236389160156,0.9193548387096774,45.88235855102539
yacht,0.015,0.8548387096774194,44.81014633178711,0.9193548387096774,45.577857971191406
yacht,0.016,0.8548387096774194,44.419952392578125,0.9032258064516129,45.229610443115234
yacht,0.017,0.8387096774193549,44.08644104003906,0.9032258064516129,45.01881790161133
yacht,0.018,0.7903225806451613,43.87210464477539,0.9193548387096774,44.93982696533203
yacht,0.019,0.8064516129032258,43.70615005493164,0.9193548387096774,44.7115592956543
yacht,0.02,0.8064516129032258,43.338287353515625,0.9193548387096774,44.35022735595703
yacht,0.021,0.7580645161290323,43.0954475402832,0.9193548387096774,44.23115539550781
yacht,0.022,0.7580645161290323,42.77143478393555,0.9193548387096774,43.82683563232422
yacht,0.023,0.7419354838709677,42.53673553466797,0.9032258064516129,43.6610221862793
yacht,0.024,0.7419354838709677,42.321571350097656,0.9354838709677419,43.874290466308594
yacht,0.025,0.7419354838709677,42.074764251708984,0.9516129032258065,44.13926696777344
yacht,0.026,0.7580645161290323,41.78360366821289,0.9516129032258065,43.841758728027344
yacht,0.027,0.7419354838709677,41.52777862548828,0.9516129032258065,43.536678314208984
yacht,0.028,0.7096774193548387,41.290199279785156,0.9516129032258065,43.31261444091797
yacht,0.029,0.7096774193548387,40.96885299682617,0.9516129032258065,43.00993347167969
yacht,0.03,0.7096774193548387,40.67856216430664,0.9516129032258065,42.671974182128906
